id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price
1504,1731,0.5,163,809,1988,3892,5,1,4,Yes,4,hexa,medium,Dual,4.0,18.0,4667,Touch,g,917.12
1505,852,0.8,160,683,1349,315,7,6,20,No,4,penta,medium,Dual,5.0,9.0,8204,LCD,none,689.58
1506,848,0.3,151,56,527,2289,10,2,19,Yes,4,quad,medium,Dual,4.0,16.0,36323,Touch,a,942.27
1507,1575,0.2,185,492,818,2182,7,3,17,No,4,hepta,high,Dual,,20.0,11395,Touch,none,1064.59
1508,1554,0.1,105,699,1492,2184,13,9,20,No,3,hexa,high,Dual,7.0,18.0,23909,LCD,n,864.98
1509,1972,0.5,92,290,804,2872,7,2,11,Yes,3,octa,medium,Single,,2.0,48594,LCD,n,1233.26
1510,827,0.2,87,23,826,2367,5,3,15,Yes,4,hexa,low,Dual,9.0,17.0,35486,LCD,g,928.41
1511,1063,0.9,155,394,849,1919,12,10,20,No,3,quad,medium,Single,7.0,10.0,3559,Touch,none,812.64
1512,1695,0.4,84,713,1742,3296,17,6,14,No,2,penta,high,Dual,1.0,10.0,34482,LCD,none,826.77
1513,1343,0.9,81,1063,1205,462,18,7,11,No,4,octa,high,Dual,5.0,10.0,14543,Touch,a,830.31
1514,834,0.2,123,1421,1463,1591,11,9,20,No,4,single,low,Single,2.0,16.0,27772,Touch,none,810.0
1515,595,0.4,122,623,816,1593,19,11,2,No,4,dual,high,Single,,18.0,20205,LCD,a,798.83
1516,1081,0.1,101,83,816,2456,7,4,7,Yes,4,hepta,medium,Dual,13.0,17.0,42446,LCD,none,737.33
1517,911,0.7,199,1563,1692,2933,16,3,11,No,2,quad,medium,Dual,3.0,4.0,14200,Touch,none,991.38
1518,844,0.9,197,777,1995,3154,14,11,7,No,4,hepta,medium,Dual,1.0,2.0,22837,LCD,none,820.28
1519,1335,0.8,180,83,559,3615,5,2,9,Yes,3,dual,high,Single,3.0,4.0,60394,LCD,none,1012.51
1520,1883,0.1,87,203,915,3563,17,10,3,No,2,single,medium,Single,9.0,16.0,24211,LCD,none,828.75
1521,1128,0.6,147,938,1226,1440,17,15,19,Yes,3,octa,low,Dual,6.0,7.0,33428,LCD,none,826.83
1522,826,0.6,117,1077,1183,1907,15,14,5,Yes,4,dual,high,Dual,14.0,17.0,57563,LCD,none,766.92
1523,1650,0.7,89,773,881,324,14,10,2,No,4,single,high,Single,,1.0,38517,Touch,n,856.64
1524,1162,0.5,104,332,866,1404,10,3,15,No,3,quad,medium,Single,,10.0,50440,Touch,b,763.86
1525,1517,0.8,169,570,1645,2738,18,16,12,No,4,quad,high,Single,2.0,18.0,8941,LCD,none,927.26
1526,963,0.8,156,742,821,2722,12,6,16,No,4,triple,low,Single,1.0,3.0,60633,LCD,none,1113.34
1527,1837,0.9,103,1420,1539,2294,8,7,20,No,4,octa,medium,Dual,5.0,6.0,12475,LCD,a,1211.55
1528,1028,0.1,193,1801,1923,1424,18,4,13,Yes,4,single,high,Single,1.0,10.0,30492,LCD,g,1035.32
1529,1831,1.0,189,1693,1790,1133,14,3,10,Yes,2,octa,medium,Dual,4.0,9.0,55905,Touch,none,866.93
1530,571,0.6,101,31,1536,555,19,10,11,Yes,4,hexa,medium,Dual,5.0,11.0,58540,LCD,a,601.59
1531,1770,0.6,183,1098,1373,3785,13,10,14,Yes,3,hexa,high,Single,,5.0,9406,LCD,b,1144.38
1532,970,0.2,84,1765,1786,3675,12,0,12,Yes,2,hepta,medium,Dual,5.0,19.0,59473,LCD,none,1116.57
1533,642,0.8,86,887,1775,435,9,2,2,Yes,4,penta,low,Single,,10.0,38388,Touch,none,696.92
1534,622,0.8,193,760,1964,3183,5,0,4,Yes,3,octa,medium,Dual,12.0,14.0,11477,Touch,n,1274.02
1535,600,0.8,199,486,1032,3495,17,4,7,Yes,4,dual,medium,Single,9.0,15.0,6411,Touch,none,800.14
1536,1412,0.2,86,2,660,1853,15,10,18,No,2,triple,low,Single,9.0,10.0,57224,LCD,b,650.08
1537,733,0.4,138,202,1787,2648,12,0,19,No,3,quad,low,Single,7.0,12.0,16462,Touch,none,811.58
1538,1070,0.8,160,90,1614,2647,14,13,20,Yes,2,hepta,high,Single,9.0,16.0,19056,Touch,none,459.0
1539,875,0.7,146,469,853,702,19,15,15,Yes,3,octa,low,Dual,1.0,8.0,30573,Touch,b,637.88
1540,1994,0.4,189,86,1546,1836,12,11,18,Yes,3,dual,low,Single,5.0,7.0,5610,LCD,none,965.91
1541,823,0.2,182,1180,1350,3894,13,10,9,No,4,penta,medium,Dual,9.0,16.0,18102,Touch,none,1301.89
1542,1908,1.0,111,140,1046,2944,19,17,17,No,4,dual,low,Single,9.0,19.0,30180,LCD,a,760.0
1543,790,0.1,89,1100,1437,3424,13,11,9,No,4,octa,low,Dual,7.0,8.0,44672,Touch,none,1026.46
1544,1330,0.5,177,194,892,2678,9,4,14,Yes,3,single,medium,Dual,1.0,5.0,39727,Touch,a,855.29
1545,1660,0.7,100,440,569,2424,12,5,9,No,4,octa,low,Single,2.0,8.0,15418,Touch,none,958.11
1546,1776,0.9,82,1563,1803,2671,15,10,12,No,2,hexa,medium,Single,2.0,16.0,20610,Touch,a,857.14
1547,1611,0.9,199,163,1011,3078,15,2,6,No,4,single,low,Dual,4.0,10.0,28077,LCD,b,1217.13
1548,1410,0.3,92,192,1311,2304,18,4,18,Yes,4,triple,low,Dual,,1.0,15457,Touch,none,774.71
1549,1772,0.5,159,837,1405,1146,6,1,17,Yes,4,dual,medium,Single,17.0,18.0,45519,Touch,none,1002.48
1550,1280,1.0,108,356,588,2335,6,4,2,Yes,4,hepta,medium,Single,,1.0,39167,LCD,g,778.65
1551,1712,1.0,155,155,663,1422,5,0,15,Yes,3,hepta,low,Dual,2.0,19.0,23350,Touch,none,997.26
1552,1562,0.1,140,1032,1776,2096,15,3,3,Yes,2,octa,low,Single,,1.0,55450,LCD,none,658.27
1553,891,0.1,153,40,1435,1303,17,16,4,No,4,hexa,medium,Dual,1.0,3.0,18358,Touch,n,727.45
1554,1957,0.8,151,1194,1727,1115,16,2,18,No,4,dual,medium,Dual,18.0,19.0,36132,LCD,g,849.66
1555,1110,0.9,192,1179,1262,456,12,8,18,No,3,penta,low,Single,1.0,2.0,42360,Touch,none,575.1
1556,875,0.6,104,902,969,3396,14,2,18,Yes,4,octa,medium,Dual,1.0,3.0,43408,LCD,none,1170.03
1557,1211,0.3,130,58,963,2750,6,1,14,Yes,2,dual,medium,Single,,3.0,28565,Touch,none,666.21
1558,769,0.2,112,1385,1780,941,15,8,20,No,4,quad,low,Dual,12.0,19.0,54672,LCD,b,660.36
1559,671,0.1,95,614,1617,2278,13,4,2,No,4,hexa,high,Single,7.0,19.0,2254,LCD,none,918.74
1560,1872,0.5,172,672,1088,2273,8,4,8,No,4,quad,low,Single,5.0,10.0,27160,LCD,a,1173.17
1561,1076,0.7,191,1088,1718,2355,17,16,2,No,4,penta,high,Dual,,,14655,Touch,g,891.13
1562,1325,0.1,146,499,695,2328,17,10,2,No,3,single,medium,Single,2.0,10.0,50451,LCD,none,953.45
1563,911,0.5,182,157,763,2638,8,4,13,Yes,4,dual,medium,Dual,1.0,2.0,28589,Touch,n,1056.81
1564,1273,0.6,178,485,1399,558,8,5,13,Yes,3,hexa,low,Single,1.0,14.0,23677,LCD,none,779.64
1565,1062,0.9,124,571,817,1345,16,0,11,No,4,quad,low,Single,3.0,4.0,39941,LCD,g,829.26
1566,1317,0.1,154,431,542,425,7,0,11,No,3,dual,medium,Single,6.0,9.0,12646,Touch,b,529.39
1567,940,0.7,115,499,1090,2192,15,13,9,No,3,quad,high,Single,,1.0,16409,Touch,b,547.22
1568,729,0.6,135,563,1055,3397,19,15,17,Yes,3,hexa,medium,Single,,2.0,14599,LCD,a,956.29
1569,1494,0.9,93,944,1003,1208,14,13,17,No,4,hepta,high,Single,6.0,17.0,3643,Touch,none,814.26
1570,1546,0.7,124,1138,1491,267,12,10,16,Yes,4,dual,medium,Dual,2.0,6.0,27068,Touch,none,839.59
1571,1253,0.9,113,161,647,3518,7,3,8,No,4,quad,low,Single,,10.0,34553,Touch,g,1189.43
1572,895,0.3,164,126,1575,3122,7,0,4,No,2,octa,low,Dual,6.0,14.0,16214,LCD,g,751.4
1573,793,0.3,124,15,1196,1050,11,9,3,Yes,4,octa,medium,Dual,,2.0,43346,Touch,a,688.59
1574,1628,0.1,136,500,1713,3358,17,11,12,Yes,3,dual,medium,Dual,11.0,13.0,56456,Touch,g,1038.86
1575,625,0.8,138,203,1771,2929,10,4,17,No,3,octa,high,Dual,2.0,3.0,42901,LCD,none,793.71
1576,1110,0.3,153,961,1950,624,9,7,15,No,4,octa,medium,Single,2.0,5.0,12314,LCD,none,882.05
1577,999,0.6,132,608,1970,1598,7,0,8,No,2,single,medium,Single,6.0,17.0,49240,Touch,none,713.63
1578,1856,0.1,155,277,1155,2052,17,6,10,No,4,penta,low,Dual,,1.0,24099,Touch,none,1153.69
1579,1715,0.6,120,114,1849,1249,16,2,4,No,4,hexa,high,Dual,9.0,20.0,15365,Touch,none,1028.89
1580,1897,0.3,154,630,738,412,17,11,2,Yes,4,dual,medium,Single,2.0,7.0,54418,LCD,none,970.69
1581,1202,0.1,122,404,1742,595,19,0,3,Yes,2,dual,high,Dual,,1.0,19112,LCD,none,426.48
1582,1171,0.3,167,248,755,263,6,5,8,Yes,2,hepta,medium,Dual,2.0,19.0,19708,LCD,none,474.82
1583,964,0.7,86,225,1234,2577,17,16,5,No,4,octa,medium,Single,,,22797,Touch,none,987.81
1584,1973,0.1,193,699,851,639,6,0,3,Yes,2,quad,high,Dual,6.0,10.0,46382,LCD,b,570.78
1585,1992,0.1,141,649,895,3206,10,9,10,Yes,3,single,low,Dual,11.0,14.0,2483,Touch,none,1105.21
1586,546,1.0,159,416,1658,1550,7,2,3,Yes,2,penta,high,Dual,5.0,15.0,26007,Touch,none,453.18
1587,1093,0.6,171,1310,1420,1646,12,0,6,No,4,dual,low,Single,1.0,12.0,31371,Touch,none,1173.87
1588,1880,0.1,200,930,1983,1930,17,7,15,Yes,2,quad,medium,Single,11.0,14.0,35945,Touch,none,820.43
1589,1765,0.7,87,835,1175,3695,6,5,18,No,3,dual,medium,Single,3.0,7.0,11272,LCD,none,1225.14
1590,1640,0.9,87,664,1806,3235,6,1,10,No,4,octa,low,Dual,1.0,11.0,36290,LCD,b,1193.07
1591,1830,0.9,191,460,1583,2334,8,7,14,No,2,hexa,low,Single,,12.0,7304,Touch,none,664.21
1592,826,0.7,187,778,1615,1998,17,4,17,No,2,quad,low,Single,3.0,19.0,62377,LCD,none,628.91
1593,1864,0.1,142,225,1545,2258,10,1,10,No,4,single,medium,Single,,2.0,7362,LCD,none,1164.81
1594,586,0.3,121,785,1118,1869,12,2,7,Yes,4,hepta,low,Single,16.0,17.0,42684,Touch,g,838.95
1595,1206,0.6,127,1581,1713,1825,7,1,4,No,4,triple,high,Dual,10.0,13.0,30891,LCD,g,944.33
1596,832,0.1,165,9,1944,3946,12,5,14,Yes,4,penta,low,Dual,1.0,2.0,5142,Touch,n,902.75
1597,848,0.1,103,7,1294,436,10,6,15,Yes,3,hepta,high,Single,1.0,3.0,8881,Touch,b,543.24
1598,1851,0.7,112,174,1175,2678,6,0,8,No,3,hexa,high,Single,,2.0,53164,LCD,none,589.61
1599,1166,0.5,80,437,638,3887,8,6,7,Yes,3,single,low,Single,7.0,11.0,58974,LCD,n,1085.65
1600,1776,0.1,172,278,623,1813,16,13,20,Yes,3,quad,medium,Dual,10.0,16.0,35186,Touch,b,646.71
1601,1254,0.2,134,1288,1372,817,14,1,16,Yes,4,dual,medium,Single,2.0,10.0,27763,Touch,n,905.35
1602,1494,0.2,101,979,1190,3614,15,12,9,No,4,single,medium,Dual,4.0,17.0,24423,LCD,none,1382.37
1603,984,0.5,119,56,1931,2013,11,7,16,Yes,4,octa,medium,Dual,,18.0,39568,Touch,none,765.47
1604,1179,0.9,154,913,1429,543,8,7,18,Yes,2,penta,low,Single,1.0,17.0,5603,LCD,b,490.74
1605,513,0.4,174,282,710,3400,16,6,13,No,2,octa,medium,Single,8.0,13.0,27858,Touch,n,999.24
1606,557,0.2,89,322,710,2623,17,16,16,No,2,hexa,low,Dual,3.0,4.0,17303,LCD,none,634.25
1607,744,0.5,105,1252,1963,2700,9,3,19,No,4,quad,medium,Dual,,2.0,33469,LCD,none,831.07
1608,1129,0.6,116,1128,1702,1400,11,0,13,Yes,4,dual,low,Dual,9.0,10.0,21457,Touch,none,975.98
1609,1148,0.3,170,606,688,3127,10,7,11,No,4,penta,high,Dual,,20.0,58578,LCD,none,915.17
1610,1793,0.7,175,655,1459,2803,19,9,6,No,4,penta,high,Single,12.0,17.0,44236,Touch,g,931.13
1611,1310,0.2,150,954,970,2518,18,17,5,No,2,penta,high,Dual,3.0,11.0,15672,Touch,n,939.67
1612,1604,0.5,191,68,1042,3564,7,2,2,No,3,hexa,medium,Single,1.0,15.0,6663,Touch,none,1032.96
1613,1676,0.2,145,134,1197,2515,14,8,4,No,3,single,medium,Single,2.0,3.0,37178,LCD,a,697.23
1614,1001,0.2,117,922,1836,3654,13,9,10,No,3,triple,high,Dual,1.0,7.0,40156,Touch,a,1273.05
1615,1086,0.1,135,1874,1976,3930,17,1,18,No,4,octa,high,Single,,19.0,24817,Touch,a,1492.37
1616,1986,0.1,89,251,599,3476,11,8,17,Yes,4,hepta,low,Dual,7.0,19.0,39393,Touch,none,1165.1
1617,634,0.2,192,1362,1853,3242,18,11,4,Yes,3,single,low,Single,5.0,12.0,41433,LCD,b,1109.09
1618,502,1.0,82,281,1159,2666,5,4,20,No,3,hexa,low,Single,7.0,8.0,52484,Touch,none,730.64
1619,1641,0.7,97,224,1994,1695,13,6,17,No,3,octa,medium,Single,6.0,7.0,48839,LCD,g,912.73
1620,623,0.2,189,778,844,3510,14,4,18,No,4,triple,medium,Dual,,1.0,15091,LCD,n,1241.09
1621,962,0.1,161,546,1424,3438,14,3,20,Yes,2,octa,medium,Dual,3.0,20.0,17603,LCD,none,506.42
1622,1057,0.1,97,397,891,2033,16,9,2,Yes,4,quad,high,Single,3.0,10.0,41804,Touch,none,971.26
1623,1862,1.0,182,386,1046,1017,11,3,9,No,3,single,medium,Single,1.0,2.0,62871,LCD,none,810.94
1624,555,0.8,193,214,1970,1686,8,1,8,Yes,4,dual,high,Dual,5.0,10.0,38270,LCD,b,581.15
1625,1000,1.0,135,461,833,862,7,0,20,No,4,penta,high,Single,1.0,12.0,58705,LCD,none,744.89
1626,841,0.3,81,125,675,957,6,5,11,No,4,penta,low,Single,6.0,14.0,11404,Touch,none,873.93
1627,865,0.1,89,335,1009,3494,13,3,14,No,2,quad,high,Single,5.0,12.0,16489,LCD,n,800.63
1628,999,1.0,165,342,1641,3083,8,4,11,No,4,quad,high,Dual,11.0,13.0,56497,Touch,a,912.72
1629,1232,0.9,131,625,761,1656,8,4,15,No,3,hexa,medium,Single,12.0,14.0,30964,Touch,a,731.65
1630,1194,0.2,165,494,509,313,15,1,19,No,4,dual,high,Single,6.0,12.0,34297,Touch,none,629.73
1631,612,0.8,179,1145,1487,3282,16,2,18,Yes,4,octa,low,Dual,1.0,6.0,20732,Touch,b,1114.74
1632,1362,0.5,186,600,1042,3629,19,17,5,Yes,2,hexa,high,Single,,4.0,47438,Touch,a,829.14
1633,1469,0.5,169,484,711,1687,15,5,5,No,4,dual,medium,Dual,11.0,14.0,44307,Touch,b,1042.78
1634,986,0.8,182,199,679,1149,8,7,18,Yes,4,quad,low,Single,13.0,20.0,28357,Touch,none,780.76
1635,1843,0.8,104,21,832,3899,5,4,6,No,4,triple,high,Single,1.0,7.0,62624,LCD,n,1173.03
1636,1561,0.5,134,885,1811,1783,13,12,10,No,4,dual,low,Dual,10.0,13.0,4277,Touch,none,1211.64
1637,1695,0.5,189,308,1208,1629,8,6,11,Yes,4,penta,low,Dual,2.0,13.0,47326,Touch,none,989.66
1638,667,0.8,185,1015,1947,2528,11,8,8,No,2,single,high,Dual,3.0,7.0,8307,Touch,none,639.52
1639,1768,0.8,88,1303,1814,3256,9,6,5,Yes,4,hepta,medium,Single,,2.0,2894,Touch,none,1261.47
1640,1269,1.0,180,406,1036,2341,10,9,16,Yes,2,octa,high,Dual,16.0,17.0,41432,LCD,b,688.19
1641,1109,0.9,151,124,833,2785,15,10,16,Yes,3,single,high,Dual,6.0,12.0,57522,LCD,none,603.15
1642,936,0.1,164,150,1677,3761,13,1,12,No,4,triple,low,Dual,14.0,17.0,14435,LCD,none,953.86
1643,1713,0.7,199,108,1963,1513,15,6,2,Yes,4,hexa,medium,Single,9.0,16.0,5654,LCD,n,897.63
1644,1175,0.6,167,90,557,2240,10,6,5,Yes,4,dual,medium,Dual,1.0,7.0,45658,Touch,none,1102.79
1645,1940,0.2,194,588,1809,820,19,18,3,Yes,4,quad,medium,Dual,,1.0,5077,Touch,a,750.65
1646,855,0.5,159,1028,1196,1875,16,8,8,Yes,4,dual,low,Single,2.0,3.0,59708,Touch,a,831.79
1647,771,0.1,157,776,1247,920,16,2,10,Yes,4,triple,low,Dual,,17.0,33345,Touch,a,686.94
1648,645,1.0,174,278,584,3615,18,8,13,No,4,quad,high,Single,10.0,14.0,63550,LCD,a,1133.35
1649,1307,0.6,88,897,1103,1412,16,9,5,No,2,hepta,medium,Single,2.0,3.0,7396,LCD,a,685.8
1650,1948,0.2,136,651,700,361,6,1,10,No,2,single,high,Dual,4.0,13.0,5430,Touch,none,779.19
1651,1509,0.3,81,1010,1684,1540,12,8,3,No,3,quad,low,Dual,5.0,8.0,50463,Touch,none,1061.36
1652,626,0.8,109,737,1759,1077,6,1,4,Yes,4,dual,high,Dual,3.0,9.0,11432,LCD,b,794.45
1653,1190,0.2,93,1399,1646,3610,13,7,9,No,2,penta,medium,Dual,,1.0,40675,LCD,a,1052.44
1654,1727,0.3,158,376,1288,512,5,2,6,Yes,2,hexa,medium,Dual,10.0,18.0,57354,LCD,none,600.1
1655,1670,0.5,114,1117,1330,3024,6,0,20,Yes,2,octa,high,Single,14.0,20.0,62376,LCD,g,1144.47
1656,1150,1.0,134,234,1947,1610,11,0,16,Yes,4,single,low,Dual,4.0,17.0,27591,LCD,none,808.21
1657,1208,1.0,175,691,1028,2201,17,16,12,No,4,single,high,Single,5.0,19.0,16271,LCD,none,1040.92
1658,1812,1.0,162,380,1550,3338,18,13,11,Yes,4,hepta,medium,Dual,4.0,15.0,42251,Touch,n,1326.52
1659,770,0.2,196,603,1483,3473,7,3,4,Yes,2,quad,medium,Dual,6.0,9.0,61757,LCD,b,774.61
1660,1559,0.3,114,117,681,2203,7,5,15,Yes,4,octa,medium,Dual,10.0,17.0,10736,Touch,n,896.13
1661,1902,0.2,155,766,877,940,14,10,15,No,3,quad,low,Single,10.0,11.0,13666,Touch,none,852.07
1662,1751,0.6,146,1499,1952,1155,19,14,12,No,2,octa,high,Single,1.0,9.0,4684,Touch,g,938.3
1663,1416,0.1,93,1175,1578,3872,10,2,7,Yes,2,quad,medium,Dual,,,20186,LCD,b,660.46
1664,1288,0.2,115,988,1503,1882,16,6,10,No,4,hexa,low,Dual,3.0,6.0,61192,LCD,b,876.42
1665,1003,0.6,119,190,1905,1798,16,7,10,Yes,4,octa,high,Single,16.0,19.0,15906,LCD,none,749.96
1666,1715,0.1,96,674,1375,2598,17,2,3,Yes,4,hexa,low,Dual,1.0,3.0,18468,LCD,none,1227.35
1667,1967,0.6,199,518,1374,1567,15,2,7,No,4,single,low,Single,,7.0,46572,Touch,none,706.81
1668,962,0.9,125,1618,1916,1491,16,2,14,No,3,single,medium,Dual,14.0,20.0,2324,LCD,none,877.96
1669,1487,0.8,120,857,989,2003,12,4,3,No,4,dual,medium,Single,5.0,7.0,41971,LCD,none,832.0
1670,1569,0.9,190,371,665,3905,6,2,4,Yes,4,quad,medium,Dual,4.0,6.0,54799,LCD,none,1363.38
1671,1146,0.4,111,73,583,291,19,9,11,No,4,penta,high,Single,5.0,10.0,57581,Touch,b,639.76
1672,1379,0.8,118,98,755,1693,11,4,18,Yes,4,octa,medium,Single,6.0,13.0,9348,LCD,b,828.53
1673,1504,0.3,152,395,1853,1788,13,11,13,No,4,quad,medium,Dual,7.0,9.0,25941,LCD,b,893.16
1674,1945,0.7,112,1064,1540,3322,18,7,20,No,2,hexa,medium,Single,3.0,5.0,26473,LCD,a,1138.46
1675,1630,0.9,80,712,1726,1751,12,10,20,Yes,4,hexa,high,Dual,,1.0,32913,LCD,b,1082.17
1676,1125,0.4,117,774,939,1641,14,8,12,Yes,3,single,high,Single,10.0,14.0,23442,Touch,none,772.91
1677,614,0.1,178,1012,1040,2854,10,7,12,Yes,4,hepta,low,Single,4.0,7.0,50862,LCD,g,943.77
1678,854,0.9,101,730,1148,3115,7,0,2,No,4,quad,medium,Single,5.0,9.0,17430,LCD,none,900.52
1679,1470,0.1,121,777,1090,3259,10,1,14,Yes,3,single,medium,Dual,6.0,9.0,45583,LCD,g,928.67
1680,1826,0.6,172,973,1633,1612,17,9,17,Yes,4,octa,low,Dual,5.0,6.0,49764,Touch,none,987.18
1681,807,0.2,127,245,829,2319,5,4,4,Yes,2,quad,low,Dual,,,37862,LCD,none,665.08
1682,1996,0.1,138,937,1083,1258,17,14,16,Yes,4,penta,high,Dual,,4.0,7543,LCD,none,939.15
1683,1083,0.7,158,937,1164,1543,18,3,10,Yes,2,penta,medium,Single,3.0,5.0,41545,LCD,b,593.18
1684,1035,0.3,178,574,1171,3991,12,4,19,No,4,dual,low,Dual,14.0,15.0,49672,LCD,none,1145.72
1685,1521,0.3,143,678,1630,3555,5,2,19,Yes,4,single,medium,Single,5.0,9.0,62981,LCD,none,1245.21
1686,1314,1.0,87,82,512,3411,17,16,18,Yes,4,quad,high,Dual,13.0,18.0,5389,LCD,none,1076.13
1687,535,0.2,190,398,1775,524,9,3,4,No,2,octa,medium,Single,5.0,19.0,24103,LCD,none,551.7
1688,673,0.4,142,1096,1570,3541,18,17,4,Yes,4,hexa,medium,Single,13.0,14.0,35982,LCD,a,1006.78
1689,1219,0.3,169,1419,1698,1998,9,2,4,No,2,hexa,medium,Dual,5.0,7.0,4887,LCD,none,877.17
1690,1606,0.9,200,157,770,3437,11,1,2,Yes,4,penta,low,Dual,,,33349,LCD,none,1152.67
1691,1603,0.5,114,430,1207,1637,17,3,11,Yes,4,dual,low,Dual,1.0,8.0,17656,LCD,g,727.6
1692,1958,0.4,153,1524,1848,3064,7,6,3,No,4,single,low,Single,6.0,14.0,52444,LCD,none,1237.19
1693,695,0.6,196,1649,1829,2855,16,13,7,No,4,dual,low,Single,18.0,19.0,13008,Touch,b,1222.54
1694,1441,0.5,106,254,954,1393,9,4,4,No,4,single,low,Dual,,12.0,53101,Touch,g,869.19
1695,1470,0.4,138,1790,1988,1633,18,4,4,No,4,hepta,medium,Dual,4.0,10.0,33978,LCD,none,1011.12
1696,1890,0.5,127,1438,1832,2392,10,4,15,No,4,quad,medium,Single,4.0,5.0,48617,LCD,g,1137.46
1697,1152,0.3,82,1304,1673,3284,15,2,8,Yes,4,dual,medium,Dual,,,26094,LCD,n,1392.46
1698,1619,0.9,117,813,1180,464,7,5,16,Yes,3,hexa,low,Single,3.0,9.0,20798,LCD,b,801.63
1699,1002,0.7,180,948,1007,1234,19,13,18,Yes,3,hepta,medium,Single,1.0,7.0,45629,Touch,none,752.29
1700,742,0.7,139,1161,1288,292,8,0,6,Yes,4,triple,low,Single,,1.0,36699,Touch,b,648.87
1701,1306,0.4,174,867,1258,2521,6,5,16,Yes,4,triple,medium,Dual,2.0,9.0,33559,LCD,none,1103.46
1702,1424,0.6,180,181,1199,2658,15,0,19,Yes,3,penta,high,Dual,,,20276,LCD,none,1035.56
1703,942,0.5,91,754,1532,587,6,3,13,No,2,quad,medium,Dual,8.0,9.0,27789,Touch,b,457.39
1704,1934,0.1,118,242,1127,2190,18,1,9,Yes,4,quad,high,Single,8.0,16.0,2123,LCD,g,972.26
1705,1290,0.3,110,405,742,879,16,2,8,Yes,4,quad,medium,Dual,19.0,20.0,36088,LCD,none,728.93
1706,930,0.9,80,1569,1763,1743,7,1,9,No,2,single,medium,Dual,,13.0,54518,Touch,none,800.54
1707,1699,0.1,156,105,1099,1181,16,0,18,Yes,3,quad,low,Single,16.0,20.0,21675,Touch,none,650.25
1708,1849,0.5,181,978,1986,3330,14,4,15,Yes,3,hepta,low,Single,1.0,12.0,29546,LCD,b,1238.54
1709,1922,0.6,153,725,1882,3564,12,1,17,No,4,octa,low,Single,15.0,16.0,42553,LCD,none,1076.47
1710,548,0.4,146,657,1657,562,17,14,8,No,4,quad,medium,Dual,,14.0,56809,Touch,a,685.5
1711,916,0.2,82,1147,1393,1659,11,10,11,Yes,4,quad,low,Single,,1.0,46807,Touch,none,785.79
1712,1783,0.6,183,910,1566,1816,12,7,7,Yes,2,octa,low,Single,8.0,11.0,14487,LCD,a,932.32
1713,1083,0.8,156,295,503,1338,16,8,5,Yes,4,penta,medium,Dual,2.0,9.0,49471,Touch,n,794.07
1714,1698,0.8,131,26,508,2992,15,3,17,No,4,octa,high,Single,10.0,12.0,7805,Touch,none,1242.02
1715,1969,0.2,85,332,764,315,16,7,7,No,4,octa,low,Dual,5.0,20.0,7831,Touch,none,652.73
1716,869,0.6,197,519,533,3249,19,0,12,No,2,hepta,medium,Single,,3.0,2812,LCD,a,1065.22
1717,1337,0.7,200,161,1029,3242,10,1,20,Yes,2,quad,high,Dual,,1.0,5616,Touch,none,783.52
1718,637,0.6,194,1080,1289,2725,15,10,7,Yes,2,quad,low,Dual,2.0,6.0,28312,LCD,none,721.05
1719,833,0.3,145,649,1290,586,19,8,19,Yes,4,quad,low,Dual,,2.0,27861,LCD,g,755.67
1720,1248,0.4,89,71,1686,2454,9,8,13,No,4,triple,high,Single,6.0,8.0,9392,Touch,none,1107.09
1721,1174,1.0,147,744,1244,804,17,14,16,Yes,2,quad,low,Single,7.0,20.0,30264,Touch,b,523.54
1722,1831,0.2,148,437,1113,2460,10,5,18,Yes,4,hepta,high,Single,3.0,14.0,44287,LCD,none,992.19
1723,1002,0.1,146,115,1111,1295,18,15,17,No,3,single,high,Dual,7.0,10.0,27383,LCD,b,591.39
1724,1010,0.9,139,547,957,2625,15,11,12,Yes,4,penta,medium,Dual,2.0,3.0,8536,Touch,none,755.56
1725,1117,0.1,177,495,1035,1999,15,9,2,Yes,3,dual,low,Dual,2.0,19.0,21812,LCD,b,573.61
1726,990,0.9,153,1466,1717,2698,11,8,6,Yes,3,dual,high,Dual,3.0,7.0,15415,LCD,none,937.77
1727,1564,0.1,129,117,1115,3742,13,3,13,No,4,hexa,medium,Single,5.0,16.0,26294,Touch,none,1204.42
1728,1065,0.1,158,760,1722,1193,16,13,20,No,4,penta,high,Dual,,3.0,21261,LCD,a,770.79
1729,1982,0.1,129,764,1873,3511,16,14,15,No,3,hepta,medium,Single,12.0,16.0,23928,Touch,a,1159.7
1730,1607,1.0,192,776,1005,885,11,1,14,No,4,dual,medium,Dual,6.0,8.0,20183,Touch,none,885.75
1731,1066,0.5,167,53,1504,1044,8,7,11,No,4,penta,high,Dual,6.0,7.0,5733,LCD,none,807.97
1732,681,0.9,194,371,1702,2548,6,1,5,No,4,penta,low,Dual,12.0,19.0,17730,LCD,a,1035.36
1733,1163,0.9,132,728,818,2940,13,0,15,Yes,4,dual,medium,Dual,,1.0,19821,LCD,n,742.32
1734,1285,0.8,199,1791,1896,3966,17,15,2,No,4,penta,low,Dual,4.0,7.0,11485,Touch,b,1379.29
