sim,battery_power,gen,ram,px_width,px_height,price,speed,cores,bluetooth,wifi,speed_ord,cores_ord,sim_ord,bluetooth_bin,gen_2,gen_3,gen_4,cores_dual,cores_hepta,cores_hexa,cores_octa,cores_penta,cores_quad,cores_single,cores_triple,screen_LCD,screen_Touch,wifi_a,wifi_b,wifi_g,wifi_n,wifi_none,sim_Dual,sim_Single
Dual,1130,4,432,1327,593,748.43,low,single,Yes,b,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
Dual,1183,4,1152,1010,268,769.32,low,octa,Yes,none,1,8,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,574,4,1303,1364,382,825.02,medium,hexa,Yes,a,2,6,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,1472,4,797,892,443,734.95,high,dual,No,none,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1868,4,298,884,576,647.23,low,octa,Yes,none,1,8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1375,3,3847,679,596,708.95,high,hexa,No,g,3,6,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Single,881,3,2110,636,115,652.73,medium,triple,No,b,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Dual,1742,4,1921,1407,356,743.18,low,triple,Yes,none,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Dual,1225,3,2423,1567,10,731.25,low,dual,No,none,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1970,4,1658,1684,1399,1130.85,low,dual,Yes,b,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Dual,1186,3,2361,584,68,878.49,low,octa,Yes,none,1,8,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1762,3,1380,790,643,768.27,low,quad,No,none,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Dual,1731,4,3892,1988,809,917.12,medium,hexa,Yes,g,2,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Dual,852,4,315,1349,683,689.58,medium,penta,No,none,2,5,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Dual,848,4,2289,527,56,942.27,medium,quad,Yes,a,2,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
Dual,1575,4,2182,818,492,1064.59,high,hepta,No,none,3,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1554,3,2184,1492,699,864.98,high,hexa,No,n,3,6,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Single,1972,3,2872,804,290,1233.26,medium,octa,Yes,n,2,8,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
Dual,827,4,2367,826,23,928.41,low,hexa,Yes,g,1,6,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Single,1063,3,1919,849,394,812.64,medium,quad,No,none,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Dual,1695,2,3296,1742,713,826.77,high,penta,No,none,3,5,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1343,4,462,1205,1063,830.31,high,octa,No,a,3,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
Single,834,4,1591,1463,1421,810.0,low,single,No,none,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Single,595,4,1593,816,623,798.83,high,dual,No,a,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Dual,1081,4,2456,816,83,737.33,medium,hepta,Yes,none,2,7,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,911,2,2933,1692,1563,991.38,medium,quad,No,none,2,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Dual,844,4,3154,1995,777,820.28,medium,hepta,No,none,2,7,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1335,3,3615,559,83,1012.51,high,dual,Yes,none,3,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1883,2,3563,915,203,828.75,medium,single,No,none,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Dual,1128,3,1440,1226,938,826.83,low,octa,Yes,none,1,8,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,826,4,1907,1183,1077,766.92,high,dual,Yes,none,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1650,4,324,881,773,856.64,high,single,No,n,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Single,1162,3,1404,866,332,763.86,medium,quad,No,b,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
Single,1517,4,2738,1645,570,927.26,high,quad,No,none,3,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Single,963,4,2722,821,742,1113.34,low,triple,No,none,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
Dual,1837,4,2294,1539,1420,1211.55,medium,octa,No,a,2,8,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,1028,4,1424,1923,1801,1035.32,high,single,Yes,g,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
Dual,1831,2,1133,1790,1693,866.93,medium,octa,Yes,none,2,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,571,4,555,1536,31,601.59,medium,hexa,Yes,a,2,6,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,1770,3,3785,1373,1098,1144.38,high,hexa,Yes,b,3,6,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Dual,970,2,3675,1786,1765,1116.57,medium,hepta,Yes,none,2,7,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,642,4,435,1775,887,696.92,low,penta,Yes,none,1,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Dual,622,3,3183,1964,760,1274.02,medium,octa,Yes,n,2,8,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Single,600,4,3495,1032,486,800.14,medium,dual,Yes,none,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1412,2,1853,660,2,650.08,low,triple,No,b,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Single,733,3,2648,1787,202,811.58,low,quad,No,none,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,1070,2,2647,1614,90,459.0,high,hepta,Yes,none,3,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,875,3,702,853,469,637.88,low,octa,Yes,b,1,8,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,1994,3,1836,1546,86,965.91,low,dual,Yes,none,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,823,4,3894,1350,1180,1301.89,medium,penta,No,none,2,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Single,1908,4,2944,1046,140,760.0,low,dual,No,a,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Dual,790,4,3424,1437,1100,1026.46,low,octa,No,none,1,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1330,3,2678,892,194,855.29,medium,single,Yes,a,2,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Single,1660,4,2424,569,440,958.11,low,octa,No,none,1,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1776,2,2671,1803,1563,857.14,medium,hexa,No,a,2,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,1611,4,3078,1011,163,1217.13,low,single,No,b,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Dual,1410,4,2304,1311,192,774.71,low,triple,Yes,none,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Single,1772,4,1146,1405,837,1002.48,medium,dual,Yes,none,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1280,4,2335,588,356,778.65,medium,hepta,Yes,g,2,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Dual,1712,3,1422,663,155,997.26,low,hepta,Yes,none,1,7,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1562,2,2096,1776,1032,658.27,low,octa,Yes,none,1,8,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,891,4,1303,1435,40,727.45,medium,hexa,No,n,2,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Dual,1957,4,1115,1727,1194,849.66,medium,dual,No,g,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Single,1110,3,456,1262,1179,575.1,low,penta,No,none,1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Dual,875,4,3396,969,902,1170.03,medium,octa,Yes,none,2,8,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1211,2,2750,963,58,666.21,medium,dual,Yes,none,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,769,4,941,1780,1385,660.36,low,quad,No,b,1,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Single,671,4,2278,1617,614,918.74,high,hexa,No,none,3,6,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1872,4,2273,1088,672,1173.17,low,quad,No,a,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
Dual,1076,4,2355,1718,1088,891.13,high,penta,No,g,3,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
Single,1325,3,2328,695,499,953.45,medium,single,No,none,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Dual,911,4,2638,763,157,1056.81,medium,dual,Yes,n,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Single,1273,3,558,1399,485,779.64,low,hexa,Yes,none,1,6,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1062,4,1345,817,571,829.26,low,quad,No,g,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
Single,1317,3,425,542,431,529.39,medium,dual,No,b,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Single,940,3,2192,1090,499,547.22,high,quad,No,b,3,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
Single,729,3,3397,1055,563,956.29,medium,hexa,Yes,a,2,6,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Single,1494,4,1208,1003,944,814.26,high,hepta,No,none,3,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1546,4,267,1491,1138,839.59,medium,dual,Yes,none,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1253,4,3518,647,161,1189.43,low,quad,No,g,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Dual,895,2,3122,1575,126,751.4,low,octa,No,g,1,8,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
Dual,793,4,1050,1196,15,688.59,medium,octa,Yes,a,2,8,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
Dual,1628,3,3358,1713,500,1038.86,medium,dual,Yes,g,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Dual,625,3,2929,1771,203,793.71,high,octa,No,none,3,8,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1110,4,624,1950,961,882.05,medium,octa,No,none,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,999,2,1598,1970,608,713.63,medium,single,No,none,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Dual,1856,4,2052,1155,277,1153.69,low,penta,No,none,1,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1715,4,1249,1849,114,1028.89,high,hexa,No,none,3,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1897,4,412,738,630,970.69,medium,dual,Yes,none,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1202,2,595,1742,404,426.48,high,dual,Yes,none,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1171,2,263,755,248,474.82,medium,hepta,Yes,none,2,7,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,964,4,2577,1234,225,987.81,medium,octa,No,none,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1973,2,639,851,699,570.78,high,quad,Yes,b,3,4,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Dual,1992,3,3206,895,649,1105.21,low,single,Yes,none,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Dual,546,2,1550,1658,416,453.18,high,penta,Yes,none,3,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Single,1093,4,1646,1420,1310,1173.87,low,dual,No,none,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1880,2,1930,1983,930,820.43,medium,quad,Yes,none,2,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,1765,3,3695,1175,835,1225.14,medium,dual,No,none,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1640,4,3235,1806,664,1193.07,low,octa,No,b,1,8,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
Single,1830,2,2334,1583,460,664.21,low,hexa,No,none,1,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,826,2,1998,1615,778,628.91,low,quad,No,none,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Single,1864,4,2258,1545,225,1164.81,medium,single,No,none,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Single,586,4,1869,1118,785,838.95,low,hepta,Yes,g,1,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Dual,1206,4,1825,1713,1581,944.33,high,triple,No,g,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
Dual,832,4,3946,1944,9,902.75,low,penta,Yes,n,1,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
Single,848,3,436,1294,7,543.24,high,hepta,Yes,b,3,7,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Single,1851,3,2678,1175,174,589.61,high,hexa,No,none,3,6,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1166,3,3887,638,437,1085.65,low,single,Yes,n,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
Dual,1776,3,1813,623,278,646.71,medium,quad,Yes,b,2,4,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
Single,1254,4,817,1372,1288,905.35,medium,dual,Yes,n,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Dual,1494,4,3614,1190,979,1382.37,medium,single,No,none,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Dual,984,4,2013,1931,56,765.47,medium,octa,Yes,none,2,8,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1179,2,543,1429,913,490.74,low,penta,Yes,b,1,5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Single,513,2,3400,710,282,999.24,medium,octa,No,n,2,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Dual,557,2,2623,710,322,634.25,low,hexa,No,none,1,6,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,744,4,2700,1963,1252,831.07,medium,quad,No,none,2,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
Dual,1129,4,1400,1702,1128,975.98,low,dual,Yes,none,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1148,4,3127,688,606,915.17,high,penta,No,none,3,5,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Single,1793,4,2803,1459,655,931.13,high,penta,No,g,3,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Dual,1310,2,2518,970,954,939.67,high,penta,No,n,3,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
Single,1604,3,3564,1042,68,1032.96,medium,hexa,No,none,2,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1676,3,2515,1197,134,697.23,medium,single,No,a,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
Dual,1001,3,3654,1836,922,1273.05,high,triple,No,a,3,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
Single,1086,4,3930,1976,1874,1492.37,high,octa,No,a,3,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,1986,4,3476,599,251,1165.1,low,hepta,Yes,none,1,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,634,3,3242,1853,1362,1109.09,low,single,Yes,b,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
Single,502,3,2666,1159,281,730.64,low,hexa,No,none,1,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1641,3,1695,1994,224,912.73,medium,octa,No,g,2,8,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Dual,623,4,3510,844,778,1241.09,medium,triple,No,n,2,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
Dual,962,2,3438,1424,546,506.42,medium,octa,Yes,none,2,8,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1057,4,2033,891,397,971.26,high,quad,Yes,none,3,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,1862,3,1017,1046,386,810.94,medium,single,No,none,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Dual,555,4,1686,1970,214,581.15,high,dual,Yes,b,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Single,1000,4,862,833,461,744.89,high,penta,No,none,3,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Single,841,4,957,675,125,873.93,low,penta,No,none,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Single,865,2,3494,1009,335,800.63,high,quad,No,n,3,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
Dual,999,4,3083,1641,342,912.72,high,quad,No,a,3,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
Single,1232,3,1656,761,625,731.65,medium,hexa,No,a,2,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Single,1194,4,313,509,494,629.73,high,dual,No,none,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,612,4,3282,1487,1145,1114.74,low,octa,Yes,b,1,8,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,1362,2,3629,1042,600,829.14,high,hexa,Yes,a,3,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,1469,4,1687,711,484,1042.78,medium,dual,No,b,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,986,4,1149,679,199,780.76,low,quad,Yes,none,1,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,1843,4,3899,832,21,1173.03,high,triple,No,n,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
Dual,1561,4,1783,1811,885,1211.64,low,dual,No,none,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1695,4,1629,1208,308,989.66,low,penta,Yes,none,1,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Dual,667,2,2528,1947,1015,639.52,high,single,No,none,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Single,1768,4,3256,1814,1303,1261.47,medium,hepta,Yes,none,2,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1269,2,2341,1036,406,688.19,high,octa,Yes,b,3,8,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
Dual,1109,3,2785,833,124,603.15,high,single,Yes,none,3,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Dual,936,4,3761,1677,150,953.86,low,triple,No,none,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Single,1713,4,1513,1963,108,897.63,medium,hexa,Yes,n,2,6,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Dual,1175,4,2240,557,90,1102.79,medium,dual,Yes,none,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1940,4,820,1809,588,750.65,medium,quad,Yes,a,2,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
Single,855,4,1875,1196,1028,831.79,low,dual,Yes,a,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,771,4,920,1247,776,686.94,low,triple,Yes,a,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
Single,645,4,3615,584,278,1133.35,high,quad,No,a,3,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
Single,1307,2,1412,1103,897,685.8,medium,hepta,No,a,2,7,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Dual,1948,2,361,700,651,779.19,high,single,No,none,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Dual,1509,3,1540,1684,1010,1061.36,low,quad,No,none,1,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Dual,626,4,1077,1759,737,794.45,high,dual,Yes,b,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Dual,1190,2,3610,1646,1399,1052.44,medium,penta,No,a,2,5,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
Dual,1727,2,512,1288,376,600.1,medium,hexa,Yes,none,2,6,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1670,2,3024,1330,1117,1144.47,high,octa,Yes,g,3,8,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Dual,1150,4,1610,1947,234,808.21,low,single,Yes,none,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Single,1208,4,2201,1028,691,1040.92,high,single,No,none,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Dual,1812,4,3338,1550,380,1326.52,medium,hepta,Yes,n,2,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Dual,770,2,3473,1483,603,774.61,medium,quad,Yes,b,2,4,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Dual,1559,4,2203,681,117,896.13,medium,octa,Yes,n,2,8,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Single,1902,3,940,877,766,852.07,low,quad,No,none,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Single,1751,2,1155,1952,1499,938.3,high,octa,No,g,3,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Dual,1416,2,3872,1578,1175,660.46,medium,quad,Yes,b,2,4,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Dual,1288,4,1882,1503,988,876.42,low,hexa,No,b,1,6,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Single,1003,4,1798,1905,190,749.96,high,octa,Yes,none,3,8,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1715,4,2598,1375,674,1227.35,low,hexa,Yes,none,1,6,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
